,id,info
28,journals/vldb/AbiteboulCM98,"a logical view of structured files tova milo, serge abiteboul, sophie cluet 1998"
29,journals/sigmod/PitouraAPSV03,"dbglobe: a service-oriented p2p system for global computing evaggelia pitoura, serge abiteboul, michalis vazirgiannis, dieter pfoser, george samaras 2003"
30,conf/sigmod/BraumandlKK99,"database patchwork on the internet reinhard braumandl, alfons kemper, donald kossmann 1999"
31,conf/vldb/ZemankovaI94,"scientific databases - state of the art and future directions yannis e. ioannidis, maria zemankova 1994"
32,conf/vldb/BerckenSW97,"a generic approach to bulk loading multidimensional index structures bernhard seeger, peter widmayer, jochen van den bercken 1997"
33,conf/vldb/ZhouS03,"data bubbles for non-vector data: speeding-up hierarchical clustering in arbitrary metric spaces jÃ¶rg sander, jianjun zhou 2003"
34,conf/vldb/LabioG96,"efficient snapshot differential algorithms for data warehousing hector garcia-molina, wilburt labio 1996"
35,conf/vldb/CochranePM96,"integrating triggers and declarative constraints in sql database sytems roberta cochrane, hamid pirahesh, nelson mendonÃ§a mattos 1996"
36,conf/vldb/HristidisGP03,"efficient ir-style keyword search over relational databases yannis papakonstantinou, luis gravano, vagelis hristidis 2003"
37,journals/vldb/SaltenisJ02,"indexing of now-relative spatio-bitemporal data simonas saltenis, christian s. jensen 2002"
38,conf/sigmod/Dyreson03,"temporal coalescing with now, granularity, and incomplete information curtis e. dyreson 2003"
39,journals/sigmod/ChakravarthyAEFO03,"database research at ut arlington sharma chakravarthy, y. alp aslandogan, ramez elmasri, leonidas fegaras, jung-hwan oh 2003"
40,journals/sigmod/KimballS95,"why decision support fails and how to fix it kevin strehlo, ralph kimball 1995"
41,conf/vldb/OzdenBRS94,"a low-cost storage server for movie on demand databases alexandros biliris, banu Ã¶zden, abraham silberschatz, rajeev rastogi 1994"
42,conf/vldb/NinkHR99,"generating call-level interfaces for advanced database application programming theo hÃ¤rder, norbert ritter, udo nink 1999"
43,conf/sigmod/WangWYY02,"clustering by pattern similarity in large data sets haixun wang, wei wang, philip s. yu, jiong yang 2002"
44,conf/sigmod/Rodriguez-Martinez00,"mocha: a database middleware system featuring automatic deployment of application-specific functionality manuel rodriguez-martinez, joseph jÃ¡jÃ¡, john m. mcgann, nick roussopoulos, zhexuan song, stephen kelley, vadim katz 2000"
45,conf/sigmod/ChenDLT00,"fact: a learning based web query processing system zengping tian, hongjun lu, yanlei diao, songting chen 2000"
46,journals/sigmod/MeltonE01,"sql multimedia and application packages (sql/mm) jim melton, andrew eisenberg 2001"
47,conf/vldb/Sheth96,bellcore's adapt/x harness system for managing information on internet and intranets amit p. sheth 1996
48,conf/sigmod/Larson01,xml data management go native or spruce up relational systems? (panel abstract) per-Ã¥ke larson 2001
49,journals/sigmod/ChaudhuriD97,"an overview of data warehousing and olap technology surajit chaudhuri, umeshwar dayal 1997"
50,conf/sigmod/BersonGMJ94,"staggered striping in multimedia information systems steven berson, richard r. muntz, shahram ghandeharizadeh, xiangyu ju 1994"
51,journals/sigmod/GerlaX03,"multimedia streaming in large-scale sensor networks with mobile swarms mario gerla, kaixin xu 2003"
52,journals/sigmod/Klein94,how to modify sql queries in order to guarantee sure answers hans-joachim klein 1994
53,conf/vldb/PirotteZMY94,"materialization: a powerful and ubiquitous abstraction pattern alain pirotte, esteban zimÃ¡nyi, tatiana yakusheva, david massart 1994"
54,conf/sigmod/DattaDRTV01,"dynamic content acceleration: a caching solution to enable scalable dynamic web page generation debra e. vandermeer, krithi ramamritham, helen m. thomas, anindya datta, kaushik dutta 2001"
55,journals/sigmod/Bertram94,data modelling in the large martin bertram 1994
56,conf/sigmod/TatarinovIHW01,"updating xml daniel s. weld, zachary g. ives, igor tatarinov, alon y. halevy 2001"
57,journals/sigmod/RoantreeS02,"research in information managment at dublin city university alan f. smeaton, mark roantree 2002"
58,conf/sigmod/BaumannDFRW98,"the multidimensional database system rasdaman andreas dehmel, peter baumann, norbert widmann, roland ritsch, paula furtado 1998"
59,conf/vldb/AnSVKIG01,"analyzing energy behavior of spatial access methods for memory-resident data anand sivasubramaniam, sudhanva gurumurthi, narayanan vijaykrishnan, ning an, mary jane irwin, mahmut t. kandemir 2001"
60,conf/vldb/Graefe99,the value of merge-join and hash-join in sql server goetz graefe 1999
61,conf/sigmod/Weininger02,efficient execution of joins in a star schema andreas weininger 2002
62,conf/vldb/ChristopheBPV00,"picodmbs: scaling down database techniques for the smartcard luc bouganim, patrick valduriez, philippe pucheral, christophe bobineau 2000"
63,conf/vldb/JagadishKNS99,"multi-dimensional substring selectivity estimation divesh srivastava, olga kapitskaia, raymond t. ng, h. v. jagadish 1999"
64,journals/vldb/HarderST99,"the intrinsic problems of structural heterogeneity and an approach to their solution theo hÃ¤rder, joachim thomas, gÃ¼nter sauter 1999"
65,conf/sigmod/Mohan99,a database perspective on lotus domino/notes c. mohan 1999
66,journals/sigmod/Camps96,"domains, relations and religious wars rafael camps 1996"
67,conf/vldb/Shenker03,the data-centric revolution in networking scott shenker 2003
68,conf/sigmod/DeshpandeNGS03,"cache-and-query for wide area sensor databases phillip b. gibbons, srinivasan seshan, suman kumar nath, amol deshpande 2003"
69,conf/vldb/GardarinGT95,"a cost model for clustered object-oriented databases zhao-hui tang, jean-robert gruser, georges gardarin 1995"
70,conf/vldb/Garcia-MolinaLY98,"expiring data in a warehouse wilburt labio, jun yang, hector garcia-molina 1998"
71,journals/sigmod/Qian97,opportunities in information management and assurance xiaolei qian 1997
72,conf/vldb/EicklerKK97,"finding data in the neighborhood andrÃ© eickler, alfons kemper, donald kossmann 1997"
73,conf/sigmod/HristidisKP01,"prefer: a system for the efficient execution of multi-parametric ranked queries yannis papakonstantinou, vagelis hristidis, nick koudas 2001"
74,journals/sigmod/Liu02,editor's notes ling liu 2002
75,conf/sigmod/ZhangMCMR02,"rainbow: mapping-driven xquery processing system mukesh mulchandani, elke a. rundensteiner, xin zhang, brian murphy, steffen christ 2002"
76,journals/vldb/PoulovassilisS96,"algebraic query optimisation for database programming languages carol small, alexandra poulovassilis 1996"
77,journals/tods/AikenHW95,"static analysis techniques for predicting the behavior of active database rules alexander aiken, jennifer widom, joseph m. hellerstein 1995"
78,conf/sigmod/TheodoulidisAACKS94,"the ores temporal database management system babis theodoulidis, george karvelis, jayant chaudhary, aziz ait-braham, simon sou, george andrianopoulos 1994"
79,journals/tods/MumickFPR96,"magic conditions hamid pirahesh, inderpal singh mumick, raghu ramakrishnan, sheldon j. finkelstein 1996"
80,conf/vldb/MoserKK95,"l/mrp: a buffer management strategy for interactive continuous data flows in a multimedia dbms wolfgang klas, frank moser, achim kraiss 1995"
81,conf/sigmod/Spiro98,"ubiquitous, self-tuning, scalable servers peter m. spiro 1998"
82,conf/vldb/Sarawagi99,explaining differences in multidimensional aggregates sunita sarawagi 1999
83,conf/vldb/WuYCT95,"a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system kun-lung wu, philip s. yu, james z. teng, jen-yao chung 1995"
84,conf/sigmod/Vaskevitch94,database in crisis and transition: a technical agenda for the year 2001 david vaskevitch 1994
85,conf/sigmod/Sheth95,"workflow automation: applications, technology, and research (tutorial) amit p. sheth 1995"
86,journals/sigmod/KantM00,"workshop on performance and architecture of web servers (paws-2000, held in conjection with sigmetrics-2000) krishna kant, prasant mohapatra 2000"
87,conf/vldb/PottingerL00,"a scalable algorithm for answering queries using views rachel pottinger, alon y. levy 2000"
88,journals/sigmod/Snodgrass02,why i like working in academia richard t. snodgrass 2002
89,conf/sigmod/GionisGK01,"efficient and tunable similar set retrieval dimitrios gunopulos, aristides gionis, nick koudas 2001"
90,conf/vldb/ChakrabartiRS02,"fast and accurate text classification via multiple linear discriminant projections mahesh v. soundalgekar, soumen chakrabarti, shourya roy 2002"
91,conf/vldb/DayalHL01,"business process coordination: state of the art, trends, and open issues meichun hsu, rivka ladin, umeshwar dayal 2001"
92,conf/vldb/Bowker00,work and information practices in the sciences of biodiversity geoffrey c. bowker 2000
93,conf/sigmod/GibbsBT94,"data modeling of time-based media simon j. gibbs, christian breiteneder, dennis tsichritzis 1994"
94,journals/tods/SrivastavaSRN95,"space optimization in deductive databases s. sudarshan, divesh srivastava, raghu ramakrishnan, jeffrey f. naughton 1995"
95,journals/sigmod/Snodgrass00a,chair's message richard t. snodgrass 2000
96,journals/sigmod/Alonso94b,trade press news - announcement and preface rafael alonso 1994
97,conf/sigmod/ChenGM01,"improving index performance through prefetching shimin chen, todd c. mowry, phillip b. gibbons 2001"
98,journals/sigmod/Qian96b,new programs at darpa and nsf xiaolei qian 1996
99,conf/vldb/PoulovassilisS94,"investigation of algebraic query optimisation techniques for database programming languages alexandra poulovassilis, carol small 1994"
100,conf/vldb/DeutschPT99,"physical data independence, constraints, and optimization with universal plans lucian popa, alin deutsch, val tannen 1999"
101,conf/sigmod/IvesFFLW99,"an adaptive query execution system for data integration daniel s. weld, alon y. levy, marc friedman, zachary g. ives, daniela florescu 1999"
102,conf/vldb/Sondag01,the semantic web paving the way to the knowledge society pierre-paul sondag 2001
103,conf/vldb/ShaferA97,"parallel algorithms for high-dimensional similarity joins for data mining applications rakesh agrawal, john c. shafer 1997"
104,journals/tods/DiaoAFZF03,"path sharing and predicate evaluation for high-performance xml filtering yanlei diao, hao zhang, peter m. fischer, michael j. franklin, mehmet altinel 2003"
105,conf/sigmod/GangulyGR03,"processing set expressions over continuous update streams sumit ganguly, minos n. garofalakis, rajeev rastogi 2003"
106,conf/vldb/Johnson99,performance measurements of compressed bitmap indices theodore johnson 1999
107,conf/vldb/ChanI99,"hierarchical prefix cubes for range-sum queries chee yong chan, yannis e. ioannidis 1999"
108,journals/tods/WijesekeraJPH03,"removing permissions in the flexible authorization framework Ã¥sa hagstrÃ¶m, duminda wijesekera, francesco parisi-presicce, sushil jajodia 2003"
109,conf/sigmod/AmbiteABKMMMPT98,"ariadne: a system for constructing mediators for internet sources ion muslea, greg barish, andrew philpot, craig a. knoblock, steven minton, josÃ© luis ambite, pragnesh jay modi, sheila tejada, naveen ashish 1998"
110,journals/tods/MamoulisP01,"multiway spatial joins dimitris papadias, nikos mamoulis 2001"
111,conf/sigmod/HarinarayanRU96,"implementing data cubes efficiently anand rajaraman, jeffrey d. ullman, venky harinarayan 1996"
112,journals/sigmod/MattosD94,"recent design trade-offs in sql3 nelson mendonÃ§a mattos, linda g. demichiel 1994"
113,journals/sigmod/EisenbergM99a,"sqlj-part 1: sql routines using the java programming language andrew eisenberg, jim melton 1999"
114,conf/sigmod/RafieiM97,"similarity-based queries for time series data alberto o. mendelzon, davood rafiei 1997"
115,journals/sigmod/PapianiWDN99,"a distributed scientific data archive using the web, xml and sql/med alistair n. dunlop, jasmin l. wason, denis a. nicole, mark papiani 1999"
116,conf/vldb/HeymannTKWRMF02,"viator - a tool family for graphical networking and data view creation katja tham, axel kilian, dieter merkel, peter rieger, stephan heymann, gunnar wegner, johann christoph freytag 2002"
117,journals/sigmod/Jagadish01,information warfare and security - book review h. v. jagadish 2001
118,conf/vldb/Norvag99,the persistent cache: improving oid indexing in temporal object-oriented database systems kjetil nÃ¸rvÃ¥g 1999
119,conf/vldb/BelussiF95,"estimating the selectivity of spatial queries using the `correlation' fractal dimension christos faloutsos, alberto belussi 1995"
120,journals/vldb/AslanM99,"semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution dennis mcleod, goksel aslan 1999"
121,journals/sigmod/YeungHL94,"performance evaluation of a new distributed deadlock detection algorithm chim-fu yeung, kam-yiu lam, sheung-lun hung 1994"
122,journals/sigmod/MeltonMJKSZ01,"sql and management of external data jan-eike michels, jim melton, krishna g. kulkarni, peter m. schwarz, kathy zeidenstein, vanja josifovski 2001"
123,conf/vldb/LernerS03,"aquery: query language for ordered data, optimization techniques, and experiments alberto lerner, dennis shasha 2003"
124,conf/vldb/GarofalakisOS97,"resource scheduling in enhanced pay-per-view continuous media databases banu Ã¶zden, minos n. garofalakis, abraham silberschatz 1997"
125,conf/sigmod/ShouCTRH01,"review: a real time virtual walkthrough system yixin ruan, zhiyong huang, kian-lee tan, jason chionh, lidan shou 2001"
126,journals/tods/TendickM94,"a modified random perturbation method for database security norman s. matloff, patrick tendick 1994"
127,conf/sigmod/Suciu99,managing web data dan suciu 1999
128,conf/vldb/Raghavan96,loading the data warehouse across various parallel architectures vijay v. raghavan 1996
129,journals/sigmod/KarlapalemLS95,"hodfa: an architectural framework for homogenizing heterogeneous legacy database qing li, kamalakar karlapalem, chung-dak shum 1995"
130,conf/vldb/ShashaB02,"database tuning: principles, experiments, and troubleshooting techniques philippe bonnet, dennis shasha 2002"
131,journals/sigmod/RossGN03,"reminiscences an influential papers jeffrey f. naughton, minos n. garofalakis, kenneth a. ross 2003"
132,journals/sigmod/Zhang95,application of oodb and sgml techniques in text database: an electronic dictionary system jian zhang 1995
133,conf/sigmod/ClossmanSHKPB98,"java and relational databases: sqlj (tutorial) johannes klein, richard pledereder, gray clossman, brian becker, phil shaw, mark hapner 1998"
134,conf/sigmod/KaushikBNK02,"covering indexes for branching path queries raghav kaushik, henry f. korth, jeffrey f. naughton, philip bohannon 2002"
135,conf/sigmod/LiC95,"semint: a system prototype for semantic integration in heterogeneous databases wen-syan li, chris clifton 1995"
136,journals/sigmod/LabrinidisM01,"career-enhancing services at sigmod online alexandros labrinidis, alberto o. mendelzon 2001"
137,conf/sigmod/GuptaHR97,"revisiting commit processing in distributed database systems krithi ramamritham, jayant r. haritsa, ramesh gupta 1997"
138,journals/tods/Alagic99,type-checking oql queries in the odmg type systems suad alagic 1999
139,conf/sigmod/Golding95,things every update replication customer should know rob golding 1995
140,journals/sigmod/Jonsson03,in memory of gÃ­sli r. hjaltason bjÃ¶rn Ã¾Ã³r jÃ³nsson 2003
141,conf/vldb/LevyMS94,"query optimization by predicate move-around inderpal singh mumick, alon y. levy, yehoshua sagiv 1994"
142,conf/sigmod/FernandezFKLS98,"catching the boat with strudel: experiences with a web-site management system jaewoo kang, dan suciu, alon y. levy, daniela florescu, mary f. fernandez 1998"
143,conf/sigmod/SlivinskasJS01,"adaptable query optimization and evaluation in temporal middleware christian s. jensen, richard t. snodgrass, giedrius slivinskas 2001"
144,conf/sigmod/ZhangRL96,"birch: an efficient data clustering method for very large databases raghu ramakrishnan, miron livny, tian zhang 1996"
145,conf/sigmod/TaoP02,"time-parameterized queries in spatio-temporal databases dimitris papadias, yufei tao 2002"
146,conf/sigmod/HanKK97,"scalable parallel data mining for association rules eui-hong han, vipin kumar, george karypis 1997"
147,journals/tods/BaralisW00,"an algebraic approach to static analysis of active database rules jennifer widom, elena baralis 2000"
148,conf/vldb/CatozziR95,"os support for vldbs: unix enhancements for the teradata data base sorana rabinovici, john catozzi 1995"
149,conf/sigmod/SismanisDRK02,"dwarf: shrinking the petacube yannis kotidis, yannis sismanis, antonios deligiannakis, nick roussopoulos 2002"
150,conf/sigmod/PiatkoYLS96,"thinksheet: a tool for tailoring complex documents dao-i lin, peter piatko, roman yangarber, dennis shasha 1996"
151,conf/sigmod/ZouS96,"on-line reorganization of sparsely-populated b+trees betty salzberg, chendong zou 1996"
152,conf/sigmod/Weininger00,handling very large databases with informix extended parallel server andreas weininger 2000
153,conf/vldb/ChaudhuriS94,"including group-by in query optimization surajit chaudhuri, kyuseok shim 1994"
154,conf/vldb/BestavrosB95,"value-cognizant speculative concurrency control azer bestavros, spyridon braoudakis 1995"
155,journals/sigmod/Geller02,data mining: practical machine learning tools and techniques - book review james geller 2002
156,journals/sigmod/LenzeriniNNS01,"report on the 8th international workshop on knowledge representation meets databases (krdb) dan suciu, maurizio lenzerini, daniele nardi, werner nutt 2001"
157,conf/sigmod/GravanoCGP97,"starts: stanford proposal for internet meta-searching (experience paper) hector garcia-molina, luis gravano, kevin chen-chuan chang, andreas paepcke 1997"
158,conf/vldb/BerchtoldKK96,"the x-tree : an index structure for high-dimensional data hans-peter kriegel, stefan berchtold, daniel a. keim 1996"
159,conf/vldb/AnanthakrishnaCG02,"eliminating fuzzy duplicates in data warehouses rohit ananthakrishna, venkatesh ganti, surajit chaudhuri 2002"
160,conf/vldb/KerstenWFKBC03,"a database striptease or how to manage your personal databases michael j. franklin, surajit chaudhuri, alejandro p. buchmann, gerhard weikum, daniel a. keim, martin l. kersten 2003"
161,conf/sigmod/DogacTPPLKTK02,"an ebxml infrastructure implementation through uddi registries and rosettanet pips yildiray kabak, gokce laleci, sait pektas, serkan toprak, yusuf tambag, gokhan kurt, asuman dogac, pinar pembecioglu 2002"
162,journals/sigmod/Bohlen95,temporal database system implementations michael h. bÃ¶hlen 1995
163,conf/vldb/CohenMKS03,"xsearch: a semantic search engine for xml yaron kanza, yehoshua sagiv, sara cohen, jonathan mamou 2003"
164,conf/vldb/HaberIL95,"opossum: desk-top schema management through customizable visualization miron livny, eben m. haber, yannis e. ioannidis 1995"
165,journals/tods/SchuldtABS02,"atomicity and isolation for transactional processes hans-jÃ¶rg schek, gustavo alonso, heiko schuldt, catriel beeri 2002"
166,conf/sigmod/LometT99,"logical logging to extend recovery to new domains david b. lomet, mark r. tuttle 1999"
167,conf/sigmod/FlokstraKS94,"the impress ddt: a database design toolbox based on a formal specification language jacek skowronek, maurice van keulen, jan flokstra 1994"
168,conf/sigmod/HellersteinHW97,"online aggregation helen j. wang, peter j. haas, joseph m. hellerstein 1997"
169,conf/sigmod/CookKWZ96,"semi-automatic, self-adaptive control of garbage collection rates in object databases artur klauser, alexander l. wolf, benjamin g. zorn, jonathan e. cook 1996"
170,conf/vldb/Mihalisin98,a single pass computing engine for interactive analysis of vldbs ted mihalisin 1998
171,conf/vldb/KornSFSP96,"fast nearest neighbor search in medical image databases zenon protopapas, christos faloutsos, eliot siegel, flip korn, nikolaos sidiropoulos 1996"
172,journals/sigmod/KlasS94,"metadata for digital media: introduction to the special issue amit p. sheth, wolfgang klas 1994"
173,journals/sigmod/Darwen96,"in reply to domains, relations and religious wars hugh darwen 1996"
174,conf/vldb/CarinoJ98,"bank of america case study: the information currency advantage mark jahnke, felipe cariÃ±o 1998"
175,journals/vldb/Amer-YahiaCLS02,"tree pattern query minimization divesh srivastava, sungran cho, laks v. s. lakshmanan, sihem amer-yahia 2002"
176,conf/sigmod/CareyFZ94,"fine-grained sharing in a page server oodbms michael j. carey, markos zaharioudakis, michael j. franklin 1994"
177,journals/sigmod/JenningsNF98,"adept: an agent-based approach to business process management timothy j. norman, nicholas r. jennings, peyman faratin 1998"
178,journals/sigmod/Labrinidis01,introduction to the career forum column alexandros labrinidis 2001
179,conf/sigmod/HsuLG00,"image mining in iris: integrated retinal information system kheng guan goh, wynne hsu, mong-li lee 2000"
180,conf/sigmod/Melling94,enterprise information architectures -- they're finally changing wesley p. melling 1994
181,conf/vldb/Mattos03,integrating information for on demand computing nelson mendonÃ§a mattos 2003
182,journals/vldb/BenzakenD95,"thÃ©mis: a database programming language handling integrity constraints anne doucet, vÃ©ronique benzaken 1995"
183,journals/vldb/RamamohanaraoH94,"an introduction to deductive database languages and systems kotagiri ramamohanarao, james harland 1994"
184,conf/vldb/Sripada02,information management challenges from the aerospace industry suryanarayana m. sripada 2002
185,conf/sigmod/Mohan96,state of the art in workflow management research and products c. mohan 1996
186,journals/sigmod/ShethBS99,"videoanywhere: a system for searching and managing distributed video assets amit p. sheth, kshitij shah, clemens bertram 1999"
187,journals/sigmod/BargaL02,"phoenix project: fault-tolerant applications roger s. barga, david b. lomet 2002"
188,journals/sigmod/HalkidiBV02,"cluster validity methods: part i michalis vazirgiannis, yannis batistakis, maria halkidi 2002"
189,conf/sigmod/Gettys95,directv and oracle rdb: the challenges of vldb transaction processing william l. gettys 1995
190,conf/sigmod/ZhangNBB94,"ensuring relaxed atomicity for flexible transactions in multidatabase systems bharat k. bhargava, aidong zhang, marian h. nodine, omran a. bukhres 1994"
191,conf/sigmod/AndersonBKW98,"replication, consistency, and practicality: are these mutually exclusive? avishai wool, henry f. korth, yuri breitbart, todd a. anderson 1998"
192,conf/vldb/LiuJ02,"a-topss - a publish/subscribe system supporting approximate matching hans-arno jacobsen, haifeng liu 2002"
193,journals/tods/CiacciaP02,"searching in metric spaces with user-defined and approximate distances marco patella, paolo ciaccia 2002"
194,conf/sigmod/ColbyGLMT96,"algorithms for deferred view maintenance leonid libkin, inderpal singh mumick, latha s. colby, howard trickey, timothy griffin 1996"
195,conf/vldb/PappasC00,"design and development of a stream service in a heterogenous client environment stavros christodoulakis, nikos pappas 2000"
196,conf/sigmod/FungSG02,"cougar: the network is the database wai fu fung, david sun, johannes gehrke 2002"
197,conf/sigmod/BunemanM95,"the data that you won't find in databases: tutorial panel on data exchange formats david maier, peter buneman 1995"
198,journals/vldb/TorpJS00,"effective timestamping in databases christian s. jensen, kristian torp, richard t. snodgrass 2000"
199,journals/tods/FernandezKSMT02,"silkroute: a framework for publishing relational data in xml dan suciu, yana kadiyska, wang chiew tan, mary f. fernandez, atsuyuki morishima 2002"
200,conf/vldb/PapadiasTS03,"the tpr*-tree: an optimized spatio-temporal access method for predictive queries dimitris papadias, jimeng sun, yufei tao 2003"
201,journals/sigmod/Widom96b,editor's notes jennifer widom 1996
202,conf/vldb/VelegrakisMP03,"mapping adaptation under evolving schemas yannis velegrakis, lucian popa, renÃ©e j. miller 2003"
203,conf/vldb/QianZXP03,"the nd-tree: a dynamic indexing technique for multidimensional non-ordered discrete data spaces gang qian, qiang xue, sakti pramanik, qiang zhu 2003"
204,conf/sigmod/Chan98,transactional publish / subscribe: the proactive multicast of database changes arvola chan 1998
205,conf/sigmod/GodfreyGXZ01,"exploiting constraint-like data characterizations in query optimization jarek gryz, calisto zuzarte, parke godfrey 2001"
206,conf/sigmod/DogacHKOONDMAKE96,"metu interoperable database system sema mancuhan, ismailcem budak arpinar, fatma ozcan, pinar koksal, asuman dogac, gÃ¶khan Ã¶zhan, cevdet dengi, ugur halici, cem evrendilek, sena nural, ebru kilic 1996"
207,conf/vldb/DiwanRSS96,"clustering techniques for minimizing external path length a. a. diwan, s. sudarshan, sanjeeva rane, s. seshadri 1996"
208,conf/vldb/Sterling98,the national medical knowledge bank warren sterling 1998
209,journals/vldb/AtluriJY03,"guest editorial vijay atluri, anupam joshi, yelena yesha 2003"
210,journals/sigmod/MotroA03,"report on fqas 2002: fifth international conference on flexible query answering systems amihai motro, troels andreasen 2003"
211,conf/vldb/AggarwalY02,"an automated system for web portal personalization philip s. yu, charu c. aggarwal 2002"
212,conf/vldb/PereiraFJLS01,"webfilter: a high-throughput xml-based publish and subscribe system franÃ§oise fabret, dennis shasha, hans-arno jacobsen, franÃ§ois llirbat, joÃ£o pereira 2001"
213,journals/sigmod/ClementLGMK97,"ogdi: toward interoperability among geospatial databases denis gouin, henry kucera, christian larouche, gilles clement, paul morin 1997"
214,journals/sigmod/Franklin00,editor's notes michael j. franklin 2000
215,conf/sigmod/KanthAS98,"dimensionality reduction for similarity searching in dynamic databases ambuj k. singh, kothuri venkata ravi kanth, divyakant agrawal 1998"
216,conf/vldb/AdiBEY00,"push technology personalization through event correlation asaf adi, david botzer, tali yatzkar-haham, opher etzion 2000"
217,conf/vldb/Pogue98,oracle industrial exhibit amy pogue 1998
218,conf/vldb/AlsabtiRS97,"a one-pass algorithm for accurately estimating quantiles for disk-resident data khaled alsabti, vineet singh, sanjay ranka 1997"
219,journals/sigmod/Liu01a,editor's notes ling liu 2001
220,conf/vldb/PopaVMHF02,"translating web data renÃ©e j. miller, ronald fagin, yannis velegrakis, mauricio a. hernÃ¡ndez, lucian popa 2002"
221,conf/sigmod/Bernstein96,repository system engineering philip a. bernstein 1996
222,journals/sigmod/CeriKKLOSV00,"sigmod sister societies z. meral Ã¶zsoyoglu, stefano ceri, victor vianu, masaru kitsuregawa, leonid a. kalinichenko, hongjun lu, richard t. snodgrass 2000"
223,journals/vldb/TurkerG01,"semantic integrity support in sql: 1999 and commercial (object-)relational database management systems michael gertz, can tÃ¼rker 2001"
224,journals/vldb/KemperK95,"adaptable pointer swizzling strategies in object bases: design, realization, and quantitative analysis alfons kemper, donald kossmann 1995"
225,conf/sigmod/Cotton02,implementing xquery paul cotton 2002
226,conf/vldb/ChakrabartiSD98,"mining surprising patterns using temporal description length soumen chakrabarti, byron dom, sunita sarawagi 1998"
