,id,info
47,304240,"indexing medium-dimensionality data in oracle k. v. ravi kanth, siva ravada, jayant sharma, jay banerjee 1999"
48,304220,"storing semistructured data with stored alin deutsch, mary fernandez, dan suciu 1999"
49,304219,efficient geometry-based similarity search of 3d spatial databases daniel a. keim 1999
50,304218,"a new method for similarity indexing of market basket data charu c. aggarwal, joel l. wolf, philip s. yu 1999"
51,304217,"walrus: a similarity retrieval algorithm for image databases apostol natsev, rajeev rastogi, kyuseok shim 1999"
52,304216,"shrinking the warehouse update window wilburt juan labio, ramana yerneni, hector garcia-molina 1999"
53,304215,"dynamat: a dynamic view management system for data warehouses yannis kotidis, nick roussopoulos 1999"
54,304214,"bottom-up computation of sparse and iceberg cube kevin beyer, raghu ramakrishnan 1999"
55,304213,"client-site query extensions tobias mayr, praveen seshadri 1999"
56,304228,data management issues in electronic commerce m. tamer &#214;zsu 1999
57,304227,"of crawlers, portals, mice, and men: is there more to mining the web? minos n. garofalakis, sridhar ramaswamy, rajeev rastogi, kyuseok shim 1999"
58,304226,"honey, i shrunk the database: footprint, mobility, and beyond praveen seshadri 1999"
59,304225,"a layered architecture for querying dynamic web content hasan davulcu, juliana freire, michael kifer, i. v. ramakrishnan 1999"
60,304224,"automatic discovery of language models for text databases jamie callan, margaret connell, aiqun du 1999"
61,304223,"record-boundary discovery in web documents d. w. embley, y. jiang, y.-k. ng 1999"
62,304222,"query rewriting for semistructured data yannis papakonstantinou, vasilis vassalos 1999"
63,304221,"computing capabilities of mediators ramana yerneni, chen li, hector garcia-molina, jeffrey ullman 1999"
64,335378,high speed on-line backup when using logical log operations david b. lomet 2000
65,335379,"efficient resumption of interrupted warehouse loads wilburt juan labio, janet l. wiener, hector garcia-molina, vlad gorelik 2000"
66,335381,"on-line reorganization in object databases mohana k. lakhamraju, rajeev rastogi, s. seshadri, s. sudarshan 2000"
67,335383,"finding generalized projected clusters in high dimensional spaces charu c. aggarwal, philip s. yu 2000"
68,335384,"density biased sampling: an improved method for data mining and clustering christopher r. palmer, christos faloutsos 2000"
69,335388,"lof: identifying density-based local outliers markus m. breunig, hans-peter kriegel, raymond t. ng, j&#246;rg sander 2000"
70,335390,"answering complex sql queries using automatic summary tables markos zaharioudakis, roberta cochrane, george lapis, hamid pirahesh, monica urata 2000"
71,335391,"synchronizing a database to improve freshness junghoo cho, hector garcia-molina 2000"
72,335393,"how to roll a join: asynchronous incremental view maintenance kenneth salem, kevin beyer, bruce lindsay, roberta cochrane 2000"
73,335395,"on wrapping query languages and efficient xml integration vassilis christophides, sophie cluet, j&#233;r&#466;me sim&#232;on 2000"
74,335405,"xmill: an efficient compressor for xml data hartmut liefke, dan suciu 2000"
75,335409,"xtract: a system for extracting document type descriptors from xml documents minos garofalakis, aristides gionis, rajeev rastogi, s. seshadri, kyuseok shim 2000"
76,335412,"spatial join selectivity using power laws christos faloutsos, bernhard seeger, agma traina, caetano traina, jr. 2000"
77,335413,"mocha: a self-extensible database middleware system for distributed data sources manuel rodr&#237;guez-mart&#237;nez, nick roussopoulos 2000"
78,335414,"closest pair queries in spatial databases antonio corral, yannis manolopoulos, yannis theodoridis, michael vassilakopoulos 2000"
79,335415,"influence sets based on reverse nearest neighbor queries flip korn, s. muthukrishnan 2000"
80,331986,"security of random data perturbation methods krishnamurty muralidhar, rathindra sarathy 1999"
81,331984,"improving database design through the analysis of relationships debabrata dey, veda c. storey, terence m. barron 1999"
82,331992,"the sift information dissemination system tak w. yan, hector garcia-molina 1999"
83,331989,"an ontological analysis of the relationship construct in conceptual modeling yair wand, veda c. storey, ron weber 1999"
84,333609,"chorochronos: a research network for spatiotemporal database systems andrew frank, stephane grumbach, ralf hartmut g&#252;ting, christian s. jensen, manolis koubarakis, nikos lorentzos, yannis manolopoulos, enrico nardelli, barbara pernici, hans-j&#246;rg schek, michel scholl, timos sellis, babis theodoulidis, peter widmayer 1999"
85,333608,"engineering federated information systems: report of eefis '99 workshop s. conrad, w. hasselbring, u. hohenstein, r.-d. kutsche, m. roantree, g. saake, f. saltor 1999"
86,333611,"first-class views: a key to user-centered computing arnon rosenthal, edward sciore 1999"
87,333610,"cost estimation of user-defined methods in object-relational database systems jihad boulos, kinji ono 1999"
88,333613,"distributed transactions in practice prabhu ram, lyman do, pamela drew 1999"
89,333612,"on mutli-resolution document transmission in mobile web stanley m. t. yau, hong va leong, dennis mcleod, antonio si 1999"
90,333615,"an overview and classification of mediated query systems ruxandra domenig, klaus r. dittrich 1999"
91,333614,"a distributed scientific data archive using the web, xml and sql/med mark papiani, jasmin l. wason, alistair n. dunlop, denis a. nicole 1999"
92,335372,"mining frequent patterns without candidate generation jiawei han, jian pei, yiwen yin 2000"
93,333616,"database research at the university of oklahoma le gruenwald, leonard brown, ravi dirckze, sylvain guinepain, carlos sanchez, brian summers, sirirut vanichayobon 1999"
94,335376,"turbo-charging vertical mining of large databases pradeep shenoy, jayant r. haritsa, s. sundarshan, gaurav bhalotia, mayank bawa, devavrat shah 2000"
95,335375,"data mining on an oltp system (nearly) for free erik riedel, christos faloutsos, gregory r. ganger, david f. nagle 2000"
96,310065,"a study on data point search for hg-trees joseph kuan, paul lewis 1999"
97,310066,"the oasis multidatabase prototype mark roantree, john murphy, wilhelm hasselbring 1999"
98,310063,"efficient materialization and use of views in data warehouses m&#225;rcio farias de souza, marcus costa sampaio 1999"
99,310064,"design principles for data-intensive web sites stefano ceri, piero fraternali, stefano paraboschi 1999"
100,310075,"sql: 1999, formerly known as sql3 andrew eisenberg, jim melton 1999"
101,310710,"broadcast protocols to support efficient retrieval from databases by mobile users anindya datta, debra e. vandermeer, aslihan celik, vijay kumar 1999"
102,310067,"video anywhere: a system for searching and managing distributed heterogeneous video assets amit sheth, clemens bertram, kshitij shah 1999"
103,310071,"nsf workshop on industrial/academic cooperation in database systems mike carey, len seligman 1999"
104,320249,"optimization of queries with user-defined predicates surajit chaudhuri, kyuseok shim 1999"
105,320252,"gloss: text-source discovery over the internet luis gravano, h&#233;ctor garc&#237;a-molina, anthony tomasic 1999"
106,310712,"database design for incomplete relations mark levene, george loizou 1999"
107,310715,temporal fds on complex objects jef wijsen 1999
108,328959,"indexing large metric spaces for similarity search queries tolga bozkaya, meral ozsoyoglu 1999"
109,328996,"specification and implementation of exceptions in workflow management systems fabio casati, stefano ceri, stefano paraboschi, guiseppe pozzi 1999"
110,320255,"distance browsing in spatial databases g&#237;sli r. hjaltason, hanan samet 1999"
111,328943,type-checking oql queries in the odmg type systems suad alag&#237;c 1999
112,306141,the middleware muddle david ritter 1998
113,306137,"the asilomar report on database research phil bernstein, michael brodie, stefano ceri, david dewitt, mike franklin, hector garcia-molina, jim gray, jerry held, joe hellerstein, h. v. jagadish, michael lesk, dave maier, jeff naughton, hamid pirahesh, mike stonebraker, jeff ullman 1998"
114,306133,"electronic market: the roadmap for university libraries and members to survive in the information jungle michael christoffel, sebastian pulkowski, bethina schmitt, peter c. lockemann 1998"
115,306129,"an anonymous electronic commerce scheme with an off-line authority and untrusted agents josep domingo-ferrer, jordi herrera-joancomart&#237; 1998"
116,309870,"semantic and pedagogic interoperability mechanisms in the ariadne educational repository e. forte, f. haenni, k. warkentyne, e. duval, k. cardinaels, e. vervaet, k. hendrikx, m. wentland forte, f. simillion 1999"
117,309852,semantic integration of environmental models for application to global information systems and decision-making d. scott mackay 1999
118,309849,"semantic interoperability in global information systems a. m. ouksel, a. sheth 1999"
119,306144,"sqlj part 0, now known as sql/olb (object-language bindings) andrew eisenberg, jim melton 1998"
120,309895,"dynamic service matchmaking among agents in open information environments katia sycara, matthias klusch, seth widoff, jianguo lu 1999"
121,309886,"contextualizing the information space in federated digital libraries m. p. papazoglou, j. hoppenbrouwers 1999"
122,309883,semantic video indexing: approach and issues arun hampapur 1999
123,309878,"unpacking the semantics of source and usage to perform semantic reconciliation in large-scale information systems ken smith, leo obrst 1999"
124,310062,"report on the 13th brazilian symposium on database systems (sbbd'98) mario a. nascimento, claudia bauzer medeiros 1999"
125,310061,semantic interoperability in information services: experiencing with coopware avigdor gal 1999
126,310060,"agent-based semantic interoperability in infosleuth jerry fowler, brad perry, marian nodine, bruce bargmeyer 1999"
127,309897,"semantic integration of semistructured and structured data sources s. bergamaschi, s. castano, m. vincini 1999"
128,277955,keynote address robert s. epstein 1995
129,277954,keynote address larry j. ellison 1995
130,278247,"object normal forms and dependency constraints for object-oriented schemata zahir tari, john stokes, stefano spaccapietra 1997"
131,278246,"database design with common sense business reasoning and learning veda c. storey, roger h. l. chiang, debabrata dey, robert c. goldstein, shankar sudaresan 1997"
132,277632,"inverted files versus signature files for text indexing justin zobel, alistair moffat, kotagiri ramamohanarao 1998"
133,277629,"ensuring consistency in multidatabases by preserving two-level serializability sharad mehrotra, rajeev rastogi, henry f. korth, abraham silberschatz 1998"
134,277641,"towards a theory of cost management for digital libraries and electronic commerce a. prasad sistla, ouri wolfson, yelena yesha, robert sloan 1998"
135,277639,"information gathering in the world-wide web: the w3ql query language and the w3qs system david konopnicki, oded shmueli 1998"
136,276392,"a protein patent query system powered by kleisli jing chen, limsoon wong, louxin zhang 1998"
137,276391,"dtl's dataspot: database exploration as easy as browsing the web... shaul dar, gadi entin, shai geva, eran palmon 1998"
138,277628,"multiview access protocols for large-scale replication xiangning liu, abdelsalam helal, weimin du 1998"
139,277627,optimization techniques for queries with expensive methods joseph m. hellerstein 1998
140,276388,"multimediaminer: a system prototype for multimedia data mining osmar r. za&#239;ane, jiawei han, ze-nian li, sonny h. chee, jenny y. chiang 1998"
141,276387,"xmas: an extensible main-memory storage system for high-performance applications jang ho park, yong sik kwon, ki hong kim, sang ho lee, byoung dae park, sang kyun cha 1998"
142,276390,"the idea web lab stefano ceri, piero fraternali, stefano paraboschi 1998"
143,276389,supersql: an extended sql for database publishing and presentation motomichi toyama 1998
144,276383,"control: continuous output and navigation technology with refinement on-line ron avnur, joseph m. hellerstein, bruce lo, chris olston, bhaskaran raman, vijayshankar raman, tali roth, kirk wylie 1998"
145,276384,"amdb: an access method debugging tool marcel kornacker, mehul shah, joseph m. hellerstein 1998"
146,276385,"user-oriented smart-cache for the web: what you seek is what you get! zo&#233; lacroix, arnaud sahuguet, raman chandrasekar 1998"
147,276386,"the multidimensional database system rasdaman p. baumann, a. dehmel, p. furtado, r. ritsch, n. widmann 1998"
148,276379,"flowback: providing backward recovery for workflow management systems bartek kiepuszewski, ralf muhlberger, maria e. orlowska 1998"
149,276380,providing database-like access to the web using queries based on textual similarity william w. cohen 1998
150,276381,"ariadne: a system for constructing mediators for internet sources jos&#233; luis ambite, naveen ashish, greg barish, craig a. knoblock, steven minton, pragnesh j. modi, ion muslea, andrew philpot, sheila tejada 1998"
151,276382,"capability based mediation in tsimmis chen li, ramana yerneni, vasilis vassalos, hector garcia-molina, yannis papakonstantinou, jeffrey ullman, murty valiveti 1998"
152,276375,"the araneus web-based management system g. mecca, p. atzeni, a. masci, g. sindoni, p. merialdo 1998"
153,276376,"cq: a personalized update monitoring toolkit ling liu, calton pu, wei tang, david buttler, john biggs, tong zhou, paul benninghoff, wei han, fenghua yu 1998"
154,276377,"datasplash chris olston, allison woodruff, alexander aiken, michael chu, vuk ercegovac, mark lin, mybrid spalding, michael stonebraker 1998"
155,276378,"microsoft index turning wizard for sql server 7.0 surajit chaudhuri, vivek narasayya 1998"
156,276371,olympic records for data at the 1998 nagano games edwin r. lassettre 1998
157,276372,delivering high availability for inktomi search engines eric a. brewer 1998
158,276373,microsoft.com: a high-scale data management and transaction processing solution sherri kennamer 1998
159,276374,"free parallel data mining bin li, dennis shasha 1998"
160,276370,real business processing meets the web james chong 1998
161,276369,"developing a high traffic, read-only web site john nauman, ray suorsa 1998"
162,276368,filenet integrated document management database usage and issues daniel s. whelan 1998
163,276367,about quark digital media system kamar aulakh 1998
164,276366,"50,000 users on an oracle8 universal server database tirthankar lahiri, ashok joshi, amit jasuja, sumanta chatterjee 1998"
165,276365,"oracle rdb's record caching model richard anderson, gopalan arun, richard frank 1998"
166,276364,"a data mining application: customer retention at the port of singapore authority (psa) kiansing ng, huan liu, hweebong kwah 1998"
167,276362,transactional publish/subscribe: the proactive multicast of database changes (abstract) arvola chan 1998
168,276361,"the pointcast network (abstract) satish ramakrishnan, vibha dayal 1998"
169,276360,"data in your face: push technology in perspective michael franklin, stan zdonik 1998"
170,276359,"ubiquitous, self-tuning, scalable servers peter spiro 1998"
171,276358,database systems management and oracle8 c. gregory doherty 1998
172,276357,managing large systems with db2 udb chris eaton 1998
173,276356,"sql open heterogeneous data access berthold reinwald, hamid pirahesh 1998"
174,276355,"enterprise java platform data access seth white, rick cattell, shel finkelstein 1998"
175,276354,"microsoft universal data access platform jos&#233; a. blakeley, michael j. pizzo 1998"
176,276352,"java and relational databases (tutorial): sqlj gray clossman, phil shaw, mark hapner, johannes klein, richard pledereder, brian becker 1998"
177,276353,"high-dimensional index structures database support for next decade's applications (tutorial) stefan berchtold, daniel a. keim 1998"
178,276350,"electronic commerce: tutorial nabil r. adam, yelena yesha 1998"
179,276351,"sap r/3 (tutorial): a database application system alfons kemper, donald kossmann, florian matthes 1998"
180,276348,are we working on the right problems? (panel) michael stonebraker 1998
181,276349,next generation database systems won't work without semantics! (panel) john mylopoulos 1998
182,276346,"memory management during run generation in external sorting per-&#197;ke larson, goetz graefe 1998"
183,276347,"replication, consistency, and practicality: are these mutually exclusive? todd anderson, yuri breitbart, henry f. korth, avishai wool 1998"
184,276344,"wavelet-based histograms for selectivity estimation yossi matias, jeffrey scott vitter, min wang 1998"
185,276345,"efficient transparent application recovery in client-server information systems david lomet, gerhard weikum 1998"
186,276342,"approximate medians and other quantiles in one pass and with limited memory gurmeet singh manku, sridhar rajagopalan, bruce g. lindsay 1998"
187,276343,"random sampling for histogram construction: how much is enough? surajit chaudhuri, rajeev motwani, vivek narasayya 1998"
188,276340,"a multi-similarity algebra s. adali, p. bonatti, m. l. sapino, v. s. subrahmanian 1998"
189,276341,"catching the boat with strudel: experiences with a web-site management system mary fern&#225;ndez, daniela florescu, jaewoo kang, alon levy, dan suciu 1998"
190,276338,"on parallel processing of aggregate and scalar functions in object-relational dbms michael jaedicke, bernhard mitschang 1998"
191,276339,"secure and portable database extensibility michael godfrey, tobias mayr, praveen seshadri, thorsten von eicken 1998"
192,304206,"on random sampling over joins surajit chaudhuri, rajeev motwani, vivek narasayya 1999"
193,304204,"random sampling techniques for space efficient online computation of order statistics of large datasets gurmeet singh manku, sridhar rajagopalan, bruce g. lindsay 1999"
194,304208,"ripple joins for online aggregation peter j. haas, joseph m. hellerstein 1999"
195,304207,"join synopses for approximate query answering swarup acharya, phillip b. gibbons, viswanath poosala, sridhar ramaswamy 1999"
196,304210,"query optimization in the presence of limited access patterns daniela florescu, alon levy, ioana manolescu, dan suciu 1999"
197,304209,"an adaptive query execution system for data integration zachary g. ives, daniela florescu, marc friedman, alon levy, daniel s. weld 1999"
198,304212,"mind your vocabulary: query mapping across heterogeneous information sources chen-chuan k. chang, h&#233;ctor garc&#237;a-molina 1999"
199,304211,"query processing techniques for arrays arunprasad p. marathe, kenneth salem 1999"
200,304197,"boat-optimistic decision tree construction johannes gehrke, venkatesh ganti, raghu ramakrishnan, wei-yin loh 1999"
201,304196,"optimization of constrained frequent set queries with 2-variable constraints laks v. s. lakshmanan, raymond ng, jiawei han, alex pang 1999"
202,304199,"approximate computation of multidimensional aggregates of sparse data using wavelets jeffrey scott vitter, min wang 1999"
203,304198,"self-tuning histograms: building histograms without looking at data ashraf aboulnaga, surajit chaudhuri 1999"
204,304201,"an efficient bitmap encoding scheme for selection queries chee-yong chan, yannis e. ioannidis 1999"
205,304200,"multi-dimensional selectivity estimation using compressed histogram information ju-hong lee, deok-hwan kim, chin-wan chung 1999"
206,304203,"a comparison of selectivity estimators for range queries on metric attributes bj&#246;rn blohsfeld, dieter korus, bernhard seeger 1999"
207,304202,query optimization for selections using bitmaps ming-chuan wu 1999
208,304188,"fast algorithms for projected clustering charu c. aggarwal, joel l. wolf, philip s. yu, cecilia procopiuc, jong soo park 1999"
209,304189,"logical logging to extend recovery to new domains david lomet, mark tuttle 1999"
210,304190,"efficient concurrency control for broadcast environments jayavel shanmugasundaram, arvind nithrakashyap, rajendran sivasankaran, krithi ramamritham 1999"
211,304191,"update propagation protocols for replicated databates yuri breitbart, raghavan komondoor, rajeev rastogi, s. seshadri, avi silberschatz 1999"
212,304192,belief reasoning in mls deductive databases hasan m. jamil 1999
213,304193,"a multimedia presentation algebra s. adali, m. l. sapino, v. s. subrahmanian 1999"
214,304194,"querying network directories h. v. jagadish, laks v. s. lakshmanan, tova milo, divesh srivastava, dimitra vista 1999"
215,304195,online association rule mining christian hidber 1999
216,293150,"conceptual schema analysis: techniques and applications s. castano, v. de antonellis, m. g. fugini, b. pernici 1998"
217,293151,"an access control model supporting periodicity constraints and temporal reasoning elisa bertino, claudio bettini, elena ferrari, pierangela samarati 1998"
218,293152,"an efficient method for checking object-oriented database schema correctness a. formica, h. d. groger, m. missikoff 1998"
219,304183,"integration of spatial join algorithms for processing multiple inputs nikos mamoulis, dimitris papadias 1999"
220,304184,"selectivity estimation in spatial databases swarup acharya, viswanath poosala, sridhar ramaswamy 1999"
221,304185,"efficient concurrency control in multidimensional access methods kaushik chakrabarti, sharad mehrotra 1999"
222,304186,"snakes and sandwiches: optimal clustering strategies for a data warehouse h. v. jagadish, laks v. s. lakshmanan, divesh srivastava 1999"
223,304187,"optics: ordering points to identify the clustering structure mihael ankerst, markus m. breunig, hans-peter kriegel, j&#246;rg sander 1999"
224,290602,"a case for intelligent disks (idisks) kimberly keeton, david a. patterson, joseph m. hellerstein 1998"
225,290601,"the trigs active object-oriented database system- an overview g. kappel, w. retschitzegger 1998"
226,290599,reminiscences on influential papers richard snodgrass 1998
227,290598,b-tree page size when caching is considered david lomet 1998
228,290608,"the microsoft database research group david lomet, roger barga, surajit chaudhuri, paul larson, vivek narasayya 1998"
229,290607,"database research at columbia university shih-fu chang, luis gravano, gail e. kaiser, kenneth a. ross, salvatore j. stolfo 1998"
230,290605,"database techniques for the world-wide web: a survey daniela florescu, alon levy, alberto mendelzon 1998"
231,290604,"standards in practice andrew eisenberg, jim melton 1998"
232,288088,safe query languages for constraint databases peter z. revesz 1998
233,288087,"supporting valid-time indeterminacy curtis e. dyreson, richard thomas snodgrass 1998"
234,280363,"the garlic project m. tork roth, m. arya, l. haas, m. carey, w. cody, r. fagin, p. schwarz, j. thomas, e. wimmers 1996"
235,280362,"bess: storage support for interactive visualization systems a. biliris, t. a. funkhouser, w. o'connell, e. panagos 1996"
236,290597,"algebraic change propagation for semijoin and outerjoin queries timothy griffin, bharat kumar 1998"
237,290596,"enhanced nearest neighbour search on the r-tree king lum cheung, ada wai-chee fu 1998"
238,290595,"report on the 5th international workshop on knowledge representation meets databases (krdb'98) alex borgida, vinay k. chaudhri, martin staudt 1998"
239,288089,"safe stratified datalog with integer order does not have syntax alexei p. stolboushkin, michael a. taitslin 1998"
240,280356,"dbminer: interactive mining of multiple-level knowledge in relational databases jaiwei han, youngjian fu, wei wang, jenny chiang, osmar r. za&#239;ane, krzysztof koperski 1996"
241,280357,"prospector: a content-based multimedia server for massively parallel architectures s. choo, w. o'connell, g. linerman, h. chen, k. ganapathy, a. biliris, e. panagos, d. schrader 1996"
242,280354,"dbsim: a simulation tool for predicting database performance mark lefler, mark stokrp, craig wong 1996"
243,280355,"lore: a lightweight object repository for semistructured data dallan quass, jennifer widom, roy goldman, kevin haas, qingshan luo, jason mchugh, svetlozar nestorov, anand rajaraman, hugo rivero, serge abiteboul, jeff ullman, janet wiener 1996"
244,280360,"capbased-ams: a capability-based and event-driven activity management system patrick c. k. hung, helen p. yeung, kamalakar karlapalem 1996"
245,280361,"the multiview project: object-oriented view technology and applications e. a. rundensteiner, h. a. kuno, y.-g. ra, v. crestana-taube, m. c. jones, p. j. marron 1996"
246,280358,"metu interoperable database system asuman dogac, ugur halici, ebru kilic, gokhan ozhan, fatma ozcan, sena nural, cevdet dengi, sema mancuhan, budak arpinar, pinar koksal, cem evrendilek 1996"
247,280359,"sonar: system for optimized numeric association rules takeshi fukuda, yasuhiko morimoto, shinichi morishita, takeshi tokuyama 1996"
248,280348,repository system engineering pillip a. bernstein 1996
249,280349,databases and visualization daniel a. keim 1996
250,278249,"adaptive, fine-grained sharing in a client-server oodbms: a callback-based approach markos zaharioudakis, michael j. carey, michael j. franklin 1997"
251,280347,"the ins and outs (and everything in between) of data warehousing phil fernandez, donovan schneider 1996"
252,280352,"thinksheet: a tool for tailoring complex documents peter piatko, roman yangarber, daoi lin, dennis shasha 1996"
253,280353,"hyperstorm-administering structured documents using object-oriented database technology klemens b&#246;hm, karl aberer 1996"
254,280350,state of the art in workflow management research and products c. mohan 1996
255,280351,data mining techniques jiawei han 1996
256,375730,"minimization of tree pattern queries sihem amer-yahia, sungran cho, laks v. s. lakshmanan, divesh srivastava 2001"
257,375729,"data-driven understanding and refinement of schema mappings ling ling yan, ren&#233;e j. miller, laura m. haas, ronald fagin 2001"
258,375728,"communication-efficient distributed mining of association rules assaf schuster, ran wolff 2001"
259,375727,"selectivity estimation using probabilistic models lise getoor, benjamin taskar, daphne koller 2001"
260,375724,"applying the golden rule of sampling for query estimation yi-leh wu, divyakant agrawal, amr el abbadi 2001"
261,375723,"monitoring xml data on the web benjamin nguyen, serge abiteboul, gr&#233;gory cobena, miha&#237; preda 2001"
262,375722,"on supporting containment queries in relational database management systems chun zhang, jeffrey naughton, david dewitt, qiong luo, guy lohman 2001"
263,375720,"updating xml igor tatarinov, zachary g. ives, alon y. halevy, daniel s. weld 2001"
264,375744,"the nimble integration engine denise draper, alon y. halevy, daniel s. weld 2001"
265,375743,"experiences in mining aviation safety data zohreh nazeri, eric bloedorn, paul ostwald 2001"
266,375742,catalog management in websphere commerce suite thomas maguire 2001
267,375739,"content integration for e-business michael stonebraker, joseph m. hellerstein 2001"
268,375737,"the network is the database: data management for highly distributed systems julio c. navas, michael wynblatt 2001"
269,375736,"enabling dynamic content caching for database-driven web sites k. sel&#231;uk candan, wen-syan li, qiong luo, wang-pin hsiung, divyakant agrawal 2001"
270,375733,"storhouse metanoia - new applications for database, storage &; data warehousing felipe cari&#241;o, jr., pekka kostamaa, art kaufmann, john burgess 2001"
271,375731,"reconciling schemas of disparate data sources: a machine-learning approach anhai doan, pedro domingos, alon y. halevy 2001"
272,375755,"review: a real-time virtual walkthrough system l. shou, c. h. chionh, z. huang, y. ruan, kian-lee tan 2001"
273,375757,kweelt: more than just yet another framework to query xml! arnaud sahuguet 2001
274,375752,"dissemination of dynamic data pavan deolasee, amol katkar, ankur panchbudhe, krithi ramamritham, prashant shenoy 2001"
275,375754,"cosima- your smart, speaking e-salesperson werner kie&#946;ling, stefan holland, stefan fischer, thorsten ehm 2001"
276,375749,"exploiting constraint-like data characterizations in query optimization parke godfrey, jarek gryz, calisto zuzarte 2001"
